,name,platform,director,casting,rating,원제,제작 연도,장르,국가,연령 등급,내용,채널
3680,올모스트 휴먼,,"['브래드 앤더슨', '마이클 오퍼', '래리 텡', '브래드 앤더슨', '마이클 오퍼', '래리 텡', '케네스 핑크', '오마르 매드하', '제프 T. 토마스', '케네스 핑크', '오마르 매드하', '제프 T. 토마스', '지놋 스작', '샘 힐', '제프리 G. 헌트', '지놋 스작', '샘 힐', '제프리 G. 헌트', '미미 레더', '톰 야츠코', '프레더릭 E.O. 토이', '미미 레더', '톰 야츠코', '프레더릭 E.O. 토이', '프레더릭 E.O. 토이']","['칼 어번', '마이클 엘리', '맥켄지 크룩', '릴리 테일러', '마이클 이어비', '민카 켈리']",3.5,Almost Human,2013,범죄/액션/TV드라마,미국,15세 관람가,"2048년 가까운 미래, 인간과 안드로이드라는 로봇이 서로 공존하는 미국 LA경찰의 이야기를 다룬 드라마.",FOX
3681,사채꾼 우시지마 시즌 3,"['왓챠', '웨이브', '티빙']","['야마구치 마사토시', '야마구치 마사토시']","['야마다 타카유키', '아야노 고', '사키모토 히로미', '야베 쿄스케', '야마다 타카유키', '아야노 고']",3.8,闇金ウシジマくん,2016,드라마/TV드라마,일본,청소년 관람불가,사채 회사 '카우카우 금융'의 사장 우시지마와 그의 직원들이 중심이 되어 밑바닥 세계의 끝을 보여주며 돈의 무서움을 느끼게 해주는 이야기를 그린 드라마,MBS
3682,안기고 싶은 남자 1위에게 협박 당하고 있습니다,['왓챠'],[],"['오노 유우키', '타카하시 히로키', '사토 타쿠야', '우치다 유우마', '토리우미 코스케', '하타노 와타루']",4.1,抱かれたい男1位に脅されています。,2018,애니메이션/로맨스/BL/드라마,일본,청소년 관람불가,"5년 연속 안기고 싶은 남자 1위였던 베테랑 배우 타카토, 그 자리를 빼앗은 신인 배우 쥰타. 연예계를 무대로 펼쳐지는 안기고 싶은 남자 1위와 2위의 금단의 스캔들이 시작된다.",TOKYO MX
3683,노부나가 협주곡,,"['마츠야마 히로아키', '카나이 코우', '마츠야마 히로아키', '카나이 코우', '하야시 토오루', '마츠야마 히로아키', '카나이 코우', '하야시 토오루']","['오구리 슌', '시바사키 코우', '무카이 오사무', '야마다 타카유키', '마미야 쇼타로', '오구리 슌']",3.6,信長協奏曲,2014,시대극/판타지/역사/TV드라마,일본,15세 관람가,평범한 고등학생이 전국 시대로 타임슬립하게 되면서 그곳에서 자신과 닮은 병약한 오다 노부나가를 대면하게 된다. 그의 부탁으로 오다 노부나가가 되어 천하 통일을 목표로 펼쳐지는 좌충우돌 코믹 판타지 시대극,Fuji TV
3684,퀴어 애즈 포크 시즌 5,,"['켈리 매킨', '마이클 데카를로', '켈리 매킨', '마이클 데카를로', '켈리 매킨', '마이클 데카를로', '마이클 데카를로']","['게일 해롤드', '할 스파크스', '랜디 해리슨', '로버트 간트', '피터 페이지', '스콧 로웰']",4.0,Queer as Folk,2005,로맨스/드라마/TV드라마,"캐나다,미국",,"영국드라마 퀴어애즈포크의 미국판 드라마로, 성적 소수자들의 삶과 사랑을 솔직하게 그려낸 퀴어드라마 마지막 시즌.",Showtime
3685,L 워드 시즌 3,,"['로즈 트로체', '빌 엘트링검', '로즈 트로체', '빌 엘트링검', '로즈 트로체', '빌 엘트링검', '브론웬 휴즈', '린 스톱케윅', '킴벌리 피어스', '트리시아 브록', '안젤라 로빈슨', '모이시스 카우프만', '로즈 트로체', '빌 엘트링검', '브론웬 휴즈', '린 스톱케윅', '킴벌리 피어스', '트리시아 브록', '안젤라 로빈슨', '모이시스 카우프만', '브론웬 휴즈', '린 스톱케윅', '킴벌리 피어스', '트리시아 브록', '안젤라 로빈슨', '모이시스 카우프만', '트리시아 브록', '안젤라 로빈슨', '모이시스 카우프만', '알리슨 앤더슨', '알리슨 앤더슨']",[],3.9,The L Word,2006,드라마/로맨스/TV드라마,"캐나다,미국",청소년 관람불가,"LA를 배경으로 하는 여성들의 삶에 대한 색다른 모습이 그려진다. LGBT(레즈비언, 게이, 바이섹슈얼, 트렌스젠더) 친구들과 함께 가족과 사랑에 대한 진지한 이야기를 담아낸다.",Showtime
3686,L 워드 시즌 6,,"['일렌 채이켄', '일렌 채이켄', '일렌 채이켄', '일렌 채이켄', '로즈 트로체', '안젤라 로빈슨', '존 스톡웰', '로즈 트로체', '안젤라 로빈슨', '존 스톡웰']","['제니퍼 빌즈', '레이샤 하일리', '로렐 홀로먼', '미아 커쉬너', '케이트 모에닉', '팸 그리어']",3.8,The L Word,2009,로맨스/드라마/TV드라마,"캐나다,미국",청소년 관람불가,"LA를 배경으로 하는 여성들의 삶에 대한 색다른 모습이 그려진다. LGBT(레즈비언, 게이, 바이섹슈얼, 트렌스젠더) 친구들과 함께 가족과 사랑에 대한 진지한 이야기를 담아낸다.",Showtime
3687,이웃집 가족은 푸르게 보인다,,[],"['후카다 쿄코', '마츠야마 켄이치', '히라야마 히로유키', '마시마 히데카즈', '키타무라 타쿠미', '노마구치 토오루']",3.9,隣の家族は青く見える,2018,드라마/TV드라마,일본,15세 관람가,"공동 조합 주택 코퍼러티브 하우스에 입주한 나나와 다이키, 료지와 치히로, 사쿠와 와타루, 코미야마 가족까지 각기 다른 네 가정이 서로 화합을 이루고 역경을 이겨내는 과정을 보인다.",Fuji TV
3688,아라시니시야가레,,[],['아라시'],4.1,嵐にしやがれ,2010,예능,일본,,니혼테레비(일본 NTV)의 예능 프로그램,NTV
3689,상은,"['왓챠', '넷플릭스', '티빙']",['정위'],"['허위주', '황징위']",3.5,上癮,2016,BL/로맨스/TV드라마,중국,15세 관람가,"소년, 소년을 만나다. 세상에 재미를 느끼지 못하고 살아가던 부잣집 도련님 구하이, 가난하지만 전교 상위권을 놓치지 않는 모범생 바이루인. 같은 학교, 같은 반에 다니게 된 그들은 기이한 인연으로 서로에게 엮이고, 운명의 시간이 지날수록 서로에게 다른 감정들이 싹트게 된다.",Tencent Video
3690,절대쌍교,['넷플릭스'],[],"['진철원', '호일천', '양청한', '양길', '나가량', '정빈휘']",3.4,绝代双骄,2020,드라마/TV드라마,중국,,천하를 지배할 영웅은 하나. 강호의 무림 고수들이 운명적인 대결을 펼친다. 쌍둥이 형제지만 서로의 존재를 모르는 그들. 슬픈 사랑도 고통스러운 과거도 피할 수 없다.,iQIYI
3691,크리미널 저스티스 시즌 1,"['왓챠', '웨이브', '티빙']","['오토 배서스트', '얀 디맨지', '루크 왓슨', '마크 잡스트', '오토 배서스트', '얀 디맨지', '루크 왓슨', '마크 잡스트', '마크 잡스트']","['벤 위쇼', '데이비드 위스데드', '줄리엣 오브리', '피트 포스틀스웨이트', '데이빗 헤어우드', '이안 팩']",3.8,Criminal Justice,2008,드라마/TV드라마,영국,청소년 관람불가,친구를 만나러 아버지의 택시를 몰고 나갔다가 한 여성을 태우게 된 벤은 그녀와 술을 마시고 하룻밤을 보낸다. 정신을 차려보니 그녀는 시체로 발견되고 벤은 살인 용의자가 된다.,BBC One
3692,깡순이,,[],"['김지선', '맹상훈', '선우용여', '이홍기', '정은지', '최란']",3.5,깡순이,2004,TV드라마,한국,12세 관람가,"산 속에서 옛 것을 지키려는 할아버지와 살아온 촌스런 강순이. 그녀는 천애의 고아로 서울생활을 하면서 슬픔과 좌절, 분노까지도 유쾌 상쾌 통쾌 3쾌로 날려 버릴 줄 아는 마음이 넉넉한 아이다. 가끔씩 너무 슬퍼질 때도 있지만....자신의 친할아버지와 생모를 찾아 나선 강순이의 역경을 통해 이기심와 욕심으로 가득한 지금의 메마른 우리들 모습에 촉촉한 단비를 내려 보고자 한다.",EBS
3693,허슬 시즌 3,,[],"['에드리언 레스터', '마크 워렌', '로버트 본', '제이미 머레이', '로버트 글렌니스터', '클레멘시 버튼-힐']",4.0,Hustle,2006,범죄/TV드라마,영국,,런던을 배경으로 자신들을 사기 예술가라고 지칭하는 5인조 사기단이 악랄한 부자와 기업에게 사기를 벌이는 이야기를 다룬 드라마.,BBC
3694,지구 밖 소년소녀,['넷플릭스'],[],"['후지와라 나츠미', '와키 아즈미', '오노 켄쇼', '아카사키 치나츠', '코바야시 유미코', '이세 마리야']",3.3,地球外少年少女,2022,애니메이션/SF/판타지/모험,일본,12세 관람가,"2045년, 달에서 태어난 두 아이와 지구에서 온 세 학생이 탄 우주 정거장에서 사고가 발생한다. 지구 밖에서 조난당한 다섯 소년소녀. 이제부터 아이들만의 우주 생존기가 시작된다.",Netflix
3695,러브 시즌 1,['넷플릭스'],['딘 홀랜드'],"['길리언 제이콥스', '폴 러스트', '클라우디아 오도허티', '브렛 겔맨', '아이리스 아패토우', '크리스 위타스케']",3.6,Love,2016,코미디/드라마/로맨스/TV드라마,미국,청소년 관람불가,주드 아패토우가 공동 제작한 이 대담한 새 코미디 시리즈는 까칠한 미키와 순한 거스가 신세대 연애를 하면서 경험하는 감격과 고난의 순간을 보여 준다.,Netflix
3696,필라델피아는 언제나 맑음 시즌 8,,"['맷 샤크먼', '맷 샤크먼']","['찰리 데이', '글렌 하워튼', '롭 맥엘헤니', '케이틀린 올슨', '대니 드비토', '톰 보워']",4.0,It's Always Sunny in Philadelphia,2012,코미디/TV드라마,미국,,엉뚱한 매력을 가진 세 친구가 운영하는 필라델피아의 아이리쉬 펍을 배경으로 한 시트콤.,FX
3697,데미지 시즌 3,,"['토드 A. 케슬러', '토니 골드윈', '다니엘 젤먼', '토드 A. 케슬러', '토니 골드윈', '다니엘 젤먼', '티모시 버스필드', '글렌 케슬러', '토드 A. 케슬러', '토니 골드윈', '다니엘 젤먼', '티모시 버스필드', '글렌 케슬러']","['글렌 클로즈', '로즈 번', '테이트 도노반', '캠벨 스콧', '마틴 쇼트', '릴리 톰린']",2.9,Damages,2010,범죄/미스터리/드라마/TV드라마,미국,청소년 관람불가,"유명 로펌인 '휴즈&어소시에이츠'의 주인공 휴즈를 둘러싼 법정 스릴러물로, 각종 미스테리와 암투를 그린다.",FX
3698,데미지 시즌 2,,"['토드 A. 케슬러', '토드 A. 케슬러', '마리오 반 피블스', '에드 비앙키', '장 드 세곤작', '토드 A. 케슬러', '마리오 반 피블스', '에드 비앙키', '장 드 세곤작', '토드 A. 케슬러', '마리오 반 피블스', '에드 비앙키', '장 드 세곤작', '마리오 반 피블스', '에드 비앙키', '장 드 세곤작', '그레그 야타네스', '테이트 도노반', '마리오 반 피블스', '에드 비앙키', '장 드 세곤작', '그레그 야타네스', '테이트 도노반', '그레그 야타네스', '테이트 도노반']","['글렌 클로즈', '로즈 번', '테이트 도노반', '아나스타샤 그리피스', '윌리엄 허트', '티모시 올리펀트']",3.0,Damages,2009,범죄/미스터리/드라마/TV드라마,미국,청소년 관람불가,"유명 로펌인 '휴즈&어소시에이츠'의 주인공 휴즈를 둘러싼 법정 스릴러물로, 각종 미스테리와 암투를 그린다.",FX
3699,데미지 시즌 1,,"['앨런 콜터', '그레그 야타네스', '앨런 콜터', '그레그 야타네스', '존 데이비드 콜즈', '로렌스 트릴링', '장 드 세곤작', '앨런 콜터', '그레그 야타네스', '존 데이비드 콜즈', '로렌스 트릴링', '장 드 세곤작', '앨런 콜터', '그레그 야타네스', '존 데이비드 콜즈', '로렌스 트릴링', '장 드 세곤작', '존 데이비드 콜즈', '로렌스 트릴링', '장 드 세곤작', '마리오 반 피블스', '다니엘 아티아스', '존 데이비드 콜즈', '로렌스 트릴링', '장 드 세곤작', '마리오 반 피블스', '다니엘 아티아스']","['글렌 클로즈', '로즈 번', '테드 댄슨', '젤리코 이바넥', '테이트 도노반', '노아 빈']",3.1,Damages,2007,범죄/미스터리/드라마/TV드라마,미국,청소년 관람불가,"유명 로펌인 '휴즈&어소시에이츠'의 주인공 휴즈를 둘러싼 법정 스릴러물로, 각종 미스테리와 암투를 그린다.",FX
3700,빅마우스,"['디즈니+', '웨이브']",[],"['이종석', '윤아', '김주헌', '옥자연', '양경원', '이기영']",3.0,빅마우스,2022,드라마/TV드라마,한국,15세 관람가,"승률 10%의 생계형 변호사가 우연히 맡게 된 살인 사건에 휘말려 하루아침에 희대의 천재 사기꾼 '빅마우스(Big Mouse)'가 되어 살아남기 위해, 가족을 지키기 위해 거대한 음모로 얼룩진 특권층의 민낯을 파헤쳐 가는 이야기",MBC
3701,오피스에서 뭐하Share?,['티빙'],"['김강규', '김강규']","['하윤경', '이학주', '정재광', '문유강', '최영준', '하윤경']",3.3,O'PENing - 오피스에서 뭐하Share?,2022,드라마/로맨스/TV드라마,한국,청소년 관람불가,공유오피스에서 전 남친과 원나잇 상대를 동시에 만난 여자의 아슬아슬하고 핫한 19금 로맨스,tvN
3702,"오, 발레리아 시즌 1",['넷플릭스'],[],"['디아나 고메즈', '실마 로페즈', '파울라 말리아', '테레사 리오트', '맥시 이글레시아스', '루스 료피스']",3.1,Valeria,2020,드라마/TV드라마,스페인,,"작가로서의 영감, 결혼생활의 열정 둘 다 잃어버린 그녀. 창작도 사랑도 놓쳐 버린 걸까. 하지만 그녀에겐 믿는 구석이 있다. 세 명의 친구들. 이들과 함께 온갖 단맛과 쓴맛이 섞인 여정에 오르는 그녀. 그리고 뜻밖의 발견이 찾아온다.",Netflix
3703,너는 나의 봄,"['넷플릭스', '티빙']",[],"['서현진', '김동욱', '윤박', '남규리', '김예원', '지승현']",3.4,너는 나의 봄,2021,드라마/TV드라마,한국,15세 관람가,저마다의 일곱 살을 가슴에 품은 채 '어른'이라는 이름으로 살아가는 이들이 살인사건이 일어난 건물에 모여 살게 되며 시작되는 이야기,tvN
3704,20세기 소년소녀,"['왓챠', '웨이브']",[],"['김지석', '한예슬', '이상우', '류현경', '이상희', '안세하']",3.6,20세기 소년소녀,2017,드라마/TV드라마,한국,15세 관람가,"1983년생, 35살의 모태솔로 세 여자들이 첫사랑을 시작하게 되면서 사랑과 우정을 통해 성숙해지는 과정을 그린 드라마",MBC
3705,트래블러 - 아르헨티나,['티빙'],['김재원'],"['강하늘', '안재홍', '옹성우']",,트래블러 - 아르헨티나,2019,예능,한국,15세 관람가,오직 여행자의 시선으로 여행을 말하는 다큐멘터리 형식의 여행 프로그램.,JTBC
3706,보이스2,"['넷플릭스', '티빙']","['이승영', '이승영', '이승영']","['이하나', '이진욱', '권율', '손은서', '안세하', '김우석']",3.5,보이스,2018,범죄/드라마/스릴러/TV드라마,한국,15세 관람가,"3년 전, ‘은형동 형사 부인 살인 사건’으로 아내를 잃은 직감파 형사 ‘진혁’과 같은 사건으로 아버지를 잃은 절대 청감 능력의 소유자 ‘권주’. 마치 물과 기름처럼 절대 섞일 수 없을 것 같은 두 사람이 만나 소리를 단서로 범죄 골든타임을 사수하기 위한 소리 추격을 시작한다.",OCN
3707,늑대와 향신료,,[],"['후쿠야마 쥰', '코시미즈 아미', '나즈카 카오리', '나카하라 마이', '나미카와 다이스케', '하나와 에이지']",3.5,狼と香辛料,2008,애니메이션,일본,15세 관람가,고향으로 돌아가고 싶어하는 주인공이 우연히 한 마을에서 풍요를 관장하는 정령을 만나 함께 여행을 떠나게 되면서 벌어지는 이야기를 그린 애니메이션,CTC
